head_x, head_y, head_z, neck_x, neck_y, neck_z, torso_x, torso_y, torso_z, left_shoulder_x, left_shoulder_y, left_shoulder_z, right_shoulder_x,right_shoulder_y, right_shoulder_z,left_elbow_x, left_elbow_y, left_elbow_z, right_elbow_x, right_elbow_y, right_elbow_z, left_hand_x, left_hand_y, left_hand_z, right_hand_x, right_hand_y, right_hand_z, left_hip_x, left_hip_y, left_hip_z, right_hip_x, right_hip_y, right_hip_z,left_knee_x,left_knee_y,left_knee_z, right_knee_x, right_knee_y, right_knee_z, left_feet_x, left_feet_y, left_feet_z, right_feet_x, right_feet_y, right_feet_z
317.81992,74.62181,317.81992,308.95825,174.92517,308.95825,310.5426,248.14911,310.5426,252.06854,172.19305,252.06854,361.0879,177.42871,361.0879,181.09976,250.14497,181.09976,373.22867,256.22437,373.22867,220.3688,331.0104,220.3688,386.72644,326.0347,386.72644,280.10367,514.5792,280.10367,362.37665,501.07822,362.37665,277.0505,324.5784,277.0505,345.35962,319.77777,345.35962,271.4327,645.09845,271.4327,335.2617,625.8214,335.2617,
318.1664,75.057144,318.1664,309.2033,175.64694,309.2033,311.0569,249.19765,311.0569,252.33618,173.16525,252.33618,361.34805,177.92255,361.34805,181.98141,251.17844,181.98141,374.59045,255.26927,374.59045,223.29608,332.2224,223.29608,384.09094,325.86597,384.09094,279.26883,516.72205,279.26883,362.36383,503.2496,362.36383,277.15054,326.16357,277.15054,346.7744,320.98953,346.7744,273.3526,648.62,273.3526,333.36902,626.3146,333.36902,
318.42227,75.556854,318.42227,309.0635,176.07657,309.0635,310.3311,248.43192,310.3311,251.36865,173.20667,251.36865,362.0515,178.71237,362.0515,184.22592,254.29996,184.22592,375.9568,254.8813,375.9568,223.7017,334.71667,223.7017,387.19727,327.20755,387.19727,279.91687,511.383,279.91687,364.55365,500.42676,364.55365,276.91168,323.73593,276.91168,344.54993,319.51636,344.54993,273.4197,647.56256,273.4197,335.04605,625.82074,335.04605,
318.686,76.13013,318.686,309.26675,176.53711,309.26675,310.48285,248.29456,310.48285,251.69992,173.73172,251.69992,362.13763,179.11368,362.13763,184.06429,253.27083,184.06429,376.77032,256.0246,376.77032,231.50137,340.46753,231.50137,398.20132,307.58212,398.20132,280.31992,507.7118,280.31992,364.19836,499.84155,364.19836,277.00864,322.93738,277.00864,344.64658,318.7,344.64658,272.0077,649.808,272.0077,336.54242,628.28064,336.54242,
318.92734,76.542404,318.92734,309.40002,176.86943,309.40002,310.5008,248.18513,310.5008,251.65462,173.87546,251.65462,362.51694,179.62344,362.51694,183.89072,252.4775,183.89072,377.25085,257.4565,377.25085,231.96245,340.67316,231.96245,387.61575,326.11423,387.61575,280.45184,504.03766,280.45184,364.50058,498.68854,364.50058,277.30734,322.28784,277.30734,344.2306,318.50653,344.2306,272.03595,650.5924,272.03595,337.26605,627.8974,337.26605,
319.14398,76.85141,319.14398,309.61047,176.93207,309.61047,310.38608,248.09833,310.38608,252.19214,173.42502,252.19214,362.55368,180.16577,362.55368,184.37134,251.4525,184.37134,377.12073,257.44598,377.12073,230.14746,338.03085,230.14746,388.53577,325.88586,388.53577,280.97266,502.80252,280.97266,367.24515,491.82043,367.24515,277.1194,321.9189,277.1194,343.60123,318.95554,343.60123,278.05344,648.323,278.05344,337.78033,624.2595,337.78033,
319.75754,77.504395,319.75754,309.63843,176.88403,309.63843,310.698,248.19043,310.698,252.60791,173.75388,252.60791,362.34778,179.77701,362.34778,185.29135,252.08191,185.29135,376.32083,258.03616,376.32083,229.27649,336.935,229.27649,388.6435,326.28076,388.6435,281.37115,503.8384,281.37115,367.01346,495.4466,367.01346,277.26932,322.28217,277.26932,344.6459,319.015,344.6459,278.74237,648.667,278.74237,341.09082,625.19055,341.09082,
320.00604,78.79813,320.00604,309.86032,177.4642,309.86032,311.18243,249.10594,311.18243,252.78848,174.46085,252.78848,362.54437,180.23666,362.54437,185.15887,252.10889,185.15887,376.34097,258.40024,376.34097,229.16241,337.88818,229.16241,390.56946,328.40558,390.56946,281.15494,505.35437,281.15494,366.1648,498.22302,366.1648,277.83722,323.73218,277.83722,345.53983,320.15308,345.53983,279.64902,649.80493,279.64902,342.8122,626.2501,342.8122,
319.86456,78.47073,319.86456,309.88934,178.19685,309.88934,311.34332,249.88687,311.34332,252.89224,175.44827,252.89224,362.56433,180.737,362.56433,184.94403,252.95866,184.94403,376.03052,258.001,376.03052,228.98846,338.08694,228.98846,389.57318,326.72394,389.57318,274.75388,463.25232,274.75388,367.61926,498.13394,367.61926,278.20517,324.61197,278.20517,345.78772,320.83466,345.78772,278.0041,590.0596,278.0041,343.6223,626.5248,343.6223,
319.9035,78.80252,319.9035,310.24365,179.13745,310.24365,311.67792,250.62973,311.67792,252.99115,176.50237,252.99115,363.1837,181.57405,363.1837,184.42267,253.55217,184.42267,375.65848,258.31055,375.65848,229.02005,339.1423,229.02005,390.36282,326.21756,390.36282,268.89066,508.20398,268.89066,369.7731,497.31378,369.7731,278.44183,325.13287,278.44183,346.1896,321.30127,346.1896,277.4264,643.5133,277.4264,344.54416,626.6564,344.54416,
319.92374,78.86623,319.92374,310.41818,179.64035,310.41818,311.94916,250.81975,311.94916,252.99712,177.22464,252.99712,363.593,181.87743,363.593,185.27824,255.32892,185.27824,374.87762,258.50064,374.87762,229.56552,340.36365,229.56552,389.54224,323.70422,389.54224,269.65097,506.45844,269.65097,369.76358,498.25546,369.76358,278.79132,325.0105,278.79132,346.61066,321.09448,346.61066,279.04385,639.876,279.04385,345.64938,624.4544,345.64938,
319.77176,79.425095,319.77176,310.5943,179.80768,310.5943,312.02737,251.08844,312.02737,253.15924,177.5061,253.15924,363.90845,181.94409,363.90845,185.65265,255.55624,185.65265,373.43036,261.40033,373.43036,228.69962,339.24078,228.69962,385.60376,330.3376,385.60376,270.0157,505.89175,270.0157,369.6718,498.73984,369.6718,278.75958,325.28503,278.75958,346.64682,321.44226,346.64682,279.0241,638.82117,279.0241,346.76697,631.4802,346.76697,
319.34103,80.02118,319.34103,310.67676,179.62408,310.67676,312.47797,251.65498,312.47797,253.44739,177.73499,253.44739,363.76105,181.37634,363.76105,185.6938,255.85928,185.6938,373.58008,260.5037,373.58008,236.78078,346.6839,236.78078,385.94977,328.30365,385.94977,280.85083,506.80386,280.85083,370.9075,498.61856,370.9075,279.31155,326.80692,279.31155,347.68948,322.29468,347.68948,279.7345,635.35596,279.7345,346.57776,635.3445,346.57776,
319.2392,80.08943,319.2392,307.17368,176.67212,307.17368,310.65036,249.68336,310.65036,245.52948,176.07823,245.52948,364.079,177.22037,364.079,185.85493,261.01987,185.85493,371.44913,253.2439,371.44913,232.01994,346.4413,232.01994,393.2884,268.56448,393.2884,279.91498,506.69727,279.91498,371.44595,495.4192,371.44595,279.55542,326.52087,279.55542,347.21426,320.43805,347.21426,280.99533,639.42346,280.99533,346.63574,631.2794,346.63574,
319.2303,80.24046,319.2303,309.7746,179.09102,309.7746,311.9457,250.58824,311.9457,249.9178,177.48663,249.9178,365.2093,180.57687,365.2093,185.9754,259.1612,185.9754,372.68817,256.86453,372.68817,233.20496,344.31073,233.20496,390.94366,310.00476,390.94366,281.05844,503.86215,281.05844,365.48398,501.53693,365.48398,279.79242,325.27054,279.79242,346.9825,320.61963,346.9825,285.87396,634.9264,285.87396,348.1762,633.5016,348.1762,
319.19232,80.57457,319.19232,310.71304,179.79852,310.71304,312.60675,250.77698,312.60675,251.69095,177.94514,251.69095,365.44897,181.5173,365.44897,186.16522,258.18866,186.16522,373.298,258.95547,373.298,237.60422,347.7594,237.60422,388.909,319.36816,388.909,279.8817,501.8517,279.8817,367.7034,499.0956,367.7034,280.13824,324.81555,280.13824,347.40558,320.54343,347.40558,287.57037,636.0021,287.57037,347.76816,630.49097,347.76816,
319.0305,80.493805,319.0305,311.18762,180.39929,311.18762,312.94324,250.9995,312.94324,252.35062,178.56578,252.35062,365.8597,182.10303,365.8597,186.4137,258.38498,186.4137,372.73306,260.1511,372.73306,235.60403,346.02588,235.60403,390.14832,319.78775,390.14832,278.53525,500.10126,278.53525,363.91116,456.93616,363.91116,280.28955,324.55194,280.28955,347.67798,320.44528,347.67798,289.9645,639.61206,289.9645,343.8046,578.5354,343.8046,
319.00003,80.70741,319.00003,311.05914,180.5575,311.05914,313.18857,250.3622,313.18857,252.35994,179.03867,252.35994,365.75333,181.9727,365.75333,185.95401,257.99033,185.95401,372.89664,260.6943,372.89664,234.0412,343.70703,234.0412,389.95935,321.76443,389.95935,277.50635,498.13834,277.50635,369.29282,496.45325,369.29282,280.30948,323.29794,280.30948,348.9139,319.04657,348.9139,291.343,640.5553,291.343,346.1395,626.4126,346.1395,
319.30627,80.88776,319.30627,310.8452,180.57584,310.8452,313.25864,250.71626,313.25864,252.42578,179.45026,252.42578,365.31793,181.62537,365.31793,186.00255,258.46973,186.00255,372.45816,260.84033,372.45816,238.44168,347.84738,238.44168,394.84576,252.75046,394.84576,278.1276,505.01562,278.1276,373.59464,492.22998,373.59464,281.5848,324.03738,281.5848,348.42853,319.46173,348.42853,289.88266,641.00745,289.88266,347.83032,623.753,347.83032,
319.44928,80.98404,319.44928,311.05634,180.4445,311.05634,313.3662,250.26286,313.3662,252.94193,179.24477,252.94193,365.3342,181.56503,365.3342,186.16386,258.44162,186.16386,370.97443,253.16917,370.97443,237.87183,345.7712,237.87183,395.59668,275.08942,395.59668,278.0772,501.50565,278.0772,371.7372,493.3557,371.7372,281.14337,323.21863,281.14337,348.8697,318.8164,348.8697,290.63382,638.81085,290.63382,348.00565,623.6648,348.00565,
319.6686,81.112686,319.6686,311.99542,180.04901,311.99542,313.87827,250.37439,313.87827,254.57422,178.4347,254.57422,365.57062,181.55519,365.57062,186.52545,257.99936,186.52545,370.78348,257.6073,370.78348,237.36478,345.7946,237.36478,390.27722,319.83603,390.27722,290.0514,502.10327,290.0514,371.55618,495.04395,371.55618,281.4376,323.65112,281.4376,348.714,319.58115,348.714,292.3551,640.91833,292.3551,347.59073,626.25446,347.59073,
320.00284,81.416504,320.00284,311.8331,180.50864,311.8331,313.9154,252.14406,313.9154,255.36703,179.41672,255.36703,363.90475,181.51556,363.90475,187.23874,259.37317,187.23874,369.98138,258.22156,369.98138,240.8425,351.8534,240.8425,391.79022,294.25165,391.79022,288.82166,513.0375,288.82166,373.2588,501.82596,373.2588,281.92108,326.94424,281.92108,348.42706,321.08374,348.42706,293.05597,641.7305,293.05597,348.915,633.8844,348.915,
320.33844,81.645325,320.33844,311.81683,180.88242,311.81683,313.95636,251.86476,313.95636,254.92285,179.54764,254.92285,364.5251,182.119,364.5251,186.93988,259.1974,186.93988,375.25455,257.589,375.25455,240.46938,350.82672,240.46938,392.84177,298.33853,392.84177,286.91586,510.70364,286.91586,372.75558,499.64114,372.75558,282.1601,325.99182,282.1601,348.52448,320.93262,348.52448,293.65018,641.3045,293.65018,348.10025,631.6289,348.10025,
320.65714,81.74501,320.65714,311.8926,181.18335,311.8926,313.97168,251.79294,313.97168,254.79602,179.63724,254.79602,364.9042,182.61887,364.9042,186.97981,259.03442,186.97981,374.14703,258.80847,374.14703,239.6853,347.7997,239.6853,392.6326,302.53778,392.6326,285.96567,509.43076,285.96567,372.04517,499.51953,372.04517,282.15732,325.52457,282.15732,348.5017,320.95074,348.5017,294.9914,640.18164,294.9914,345.87408,633.0482,345.87408,
320.7607,81.67845,320.7607,311.98642,181.17197,311.98642,314.1176,251.86118,314.1176,254.75873,179.67175,254.75873,365.11758,182.56479,365.11758,187.16061,259.10168,187.16061,375.7193,256.35944,375.7193,239.77716,351.10605,239.77716,391.86667,309.77115,391.86667,280.5197,502.09296,280.5197,372.2501,499.3517,372.2501,282.39844,325.69482,282.39844,348.66382,321.07275,348.66382,297.95416,641.7743,297.95416,349.91632,636.17163,349.91632,
320.90833,81.74452,320.90833,312.21518,180.98935,312.21518,314.20557,251.84544,314.20557,255.01892,179.37244,255.01892,365.30118,182.49008,365.30118,187.18227,258.90527,187.18227,374.6824,256.60175,374.6824,238.7318,347.04248,238.7318,389.56558,319.78195,389.56558,281.02554,504.7924,281.02554,370.00177,501.6966,370.00177,282.53775,325.7705,282.53775,348.4248,321.26703,348.4248,298.70944,641.3578,298.70944,350.36246,638.26135,350.36246,
320.97144,81.90019,320.97144,312.2554,180.90793,312.2554,314.03958,251.49243,314.03958,254.93253,179.04254,254.93253,365.54358,182.64203,365.54358,186.89307,258.55682,186.89307,374.91245,253.92258,374.91245,238.23788,347.4829,238.23788,390.42184,322.7872,390.42184,278.1928,505.14694,278.1928,370.3393,500.4142,370.3393,282.53574,325.02112,282.53574,347.7501,321.01514,347.7501,294.89633,637.72034,294.89633,350.1517,637.0677,350.1517,
321.02197,81.84895,321.02197,312.4735,180.72073,312.4735,314.099,251.0545,314.099,254.99225,178.64804,254.99225,366.0052,182.651,366.0052,187.04935,257.85187,187.04935,375.4743,253.81297,375.4743,240.58153,346.33856,240.58153,390.5882,325.7904,390.5882,277.89526,504.8364,277.89526,367.01282,500.25552,367.01282,282.27463,324.2651,282.27463,347.84042,320.65903,347.84042,292.06335,635.53784,292.06335,348.48224,636.13696,348.48224,
321.04248,81.81256,321.04248,312.7891,180.75037,312.7891,314.2906,251.46254,314.2906,255.54248,178.56631,255.54248,366.14618,182.78601,366.14618,186.91208,257.15784,186.91208,375.79852,254.05562,375.79852,234.33337,344.02155,234.33337,391.92383,325.9272,391.92383,279.02945,504.89798,279.02945,360.8628,503.4066,360.8628,282.59958,325.00748,282.59958,347.68015,321.57886,347.68015,290.9714,635.2439,290.9714,340.9325,632.4496,340.9325,
321.0916,81.57974,321.0916,312.99448,180.59511,312.99448,314.5494,251.5227,314.5494,255.98425,178.43282,255.98425,366.04602,182.60725,366.04602,186.97858,256.45688,186.97858,375.81064,252.66994,375.81064,229.31384,338.91132,229.31384,390.60944,322.12622,390.60944,277.2933,504.6652,277.2933,364.67538,502.24258,364.67538,282.9828,325.31915,282.9828,347.89,321.70438,347.89,290.17075,635.24646,290.17075,342.94144,630.6256,342.94144,
321.31815,81.41965,321.31815,313.02643,180.11566,313.02643,314.67267,251.2763,314.67267,255.9984,177.99574,255.9984,366.02942,182.08595,366.02942,186.96175,256.09647,186.96175,375.95514,251.36159,375.95514,231.33269,341.63974,231.33269,391.4632,319.41803,391.4632,288.83133,507.73148,288.83133,367.38412,498.92426,367.38412,283.0611,325.3636,283.0611,348.20688,321.56097,348.20688,290.31525,637.7993,290.31525,342.6838,629.89417,342.6838,
321.44144,81.301926,321.44144,313.03824,179.83318,313.03824,314.66986,251.19331,314.66986,256.07938,177.72304,256.07938,365.9423,181.79309,365.9423,186.70798,255.6917,186.70798,375.9699,250.40755,375.9699,232.33304,342.18365,232.33304,391.7058,316.59158,391.7058,284.31146,506.96225,284.31146,364.45255,500.8835,364.45255,283.09644,325.46814,283.09644,348.1241,321.5837,348.1241,289.39703,639.8974,289.39703,341.83167,630.4078,341.83167,
321.63632,81.10524,321.63632,312.79437,179.25806,312.79437,314.44135,250.77312,314.44135,256.11835,177.21301,256.11835,365.46042,181.15842,365.46042,186.61345,255.31277,186.61345,376.32013,248.50401,376.32013,232.84293,341.59418,232.84293,389.89624,322.3401,389.89624,282.94324,507.91202,282.94324,362.9176,501.83163,362.9176,282.76144,325.1944,282.76144,348.02292,321.23184,348.02292,289.67206,636.23755,289.67206,339.93713,636.78516,339.93713,
322.07907,80.772766,322.07907,312.77164,178.16595,312.77164,314.34763,249.97478,314.34763,256.3064,176.14607,256.3064,365.35095,180.04683,365.35095,186.42532,253.87544,186.42532,377.32544,245.7241,377.32544,233.6394,341.17578,233.6394,389.8173,328.41528,389.8173,282.45447,507.57352,282.45447,363.2299,501.81854,363.2299,282.3428,324.62274,282.3428,348.12402,320.74817,348.12402,290.32126,636.3657,290.32126,340.24225,638.63135,340.24225,
322.38196,80.30495,322.38196,312.8299,177.46939,312.8299,314.35648,249.55458,314.35648,256.42722,175.56824,256.42722,365.42987,179.24237,365.42987,186.245,252.83727,186.245,377.99442,243.83887,377.99442,233.75055,340.81534,233.75055,384.3472,324.81244,384.3472,278.71024,504.71854,278.71024,363.81363,501.73502,363.81363,282.0608,324.40457,282.0608,348.3282,320.47546,348.3282,289.4488,634.5576,289.4488,338.89563,639.8056,338.89563,
322.88425,80.03729,322.88425,312.99213,177.91113,312.99213,314.40356,249.70233,314.40356,256.42947,176.03839,256.42947,365.76193,179.65833,365.76193,186.25151,252.6917,186.25151,378.29578,244.1469,378.29578,232.74739,340.57608,232.74739,385.56598,327.8945,385.56598,279.17676,498.733,279.17676,360.36804,457.3192,360.36804,281.6915,324.17764,281.6915,348.54358,320.25635,348.54358,289.73804,632.72876,289.73804,338.38452,579.76355,338.38452,
323.8052,79.653076,323.8052,315.79352,174.85593,315.79352,315.6534,248.41487,315.6534,259.89725,171.76611,259.89725,367.41455,177.70943,367.41455,185.21518,253.6353,185.21518,381.21936,238.3768,381.21936,229.55225,342.5544,229.55225,385.60635,325.41003,385.60635,289.70303,503.49326,289.70303,361.4765,502.62283,361.4765,281.95654,324.01602,281.95654,347.48013,320.48593,347.48013,291.17395,634.84375,291.17395,340.5545,637.11755,340.5545,
325.39847,78.901886,325.39847,315.22934,175.7078,315.22934,314.935,248.7713,314.935,258.6468,172.78003,258.6468,367.69855,178.42273,367.69855,186.18896,250.73656,186.18896,381.49707,237.70366,381.49707,230.04742,340.17874,230.04742,383.46515,322.76807,383.46515,283.6107,501.41913,283.6107,358.40363,457.9098,358.40363,280.74658,323.66986,280.74658,347.01382,320.38474,347.01382,289.93353,631.18066,289.93353,338.9223,575.5192,338.9223,
328.27667,78.53743,328.27667,315.98398,176.58142,315.98398,314.99524,249.38333,314.99524,259.32568,173.35829,259.32568,368.6517,179.57755,368.6517,186.70784,248.99309,186.70784,382.1005,238.9912,382.1005,228.86841,337.46854,228.86841,379.7815,325.23132,379.7815,280.38873,500.49384,280.38873,354.08398,457.69614,354.08398,280.05164,323.6064,280.05164,346.48712,320.91913,346.48712,287.55707,627.6904,287.55707,337.77762,571.62836,337.77762,
330.73712,78.34416,330.73712,316.3682,177.01892,316.3682,314.98828,249.71881,314.98828,259.38657,173.6207,259.38657,369.4988,180.18747,369.4988,187.11816,248.0171,187.11816,381.84082,240.94421,381.84082,227.55428,337.43402,227.55428,375.48737,321.89575,375.48737,278.9127,500.82877,278.9127,354.42682,457.19366,354.42682,279.75482,323.5644,279.75482,346.06528,321.38916,346.06528,285.82047,625.61304,285.82047,336.69427,568.99744,336.69427,
333.05142,78.272766,333.05142,317.68594,178.23318,317.68594,315.11554,250.35486,315.11554,260.98047,174.26558,260.98047,370.48285,181.9273,370.48285,186.81973,245.95474,186.81973,382.62527,243.31613,382.62527,217.41174,324.78516,217.41174,376.73734,328.65884,376.73734,280.07587,503.6173,280.07587,360.3523,453.32602,360.3523,278.48224,322.99896,278.48224,345.18234,321.40363,345.18234,285.86978,629.0166,285.86978,332.17862,555.2938,332.17862,
335.18692,78.61891,335.18692,318.90234,179.58284,318.90234,315.30426,251.04874,315.30426,262.54922,175.07341,262.54922,371.23367,183.77045,371.23367,186.54037,244.15181,186.54037,384.52826,248.93198,384.52826,217.40323,325.11563,217.40323,375.5335,329.75696,375.5335,279.9883,504.50592,279.9883,360.41028,451.21265,360.41028,278.02942,322.55713,278.02942,343.9622,321.43652,343.9622,285.69412,630.1959,285.69412,329.8522,552.1102,329.8522,
337.2439,79.60991,337.2439,319.6886,179.67957,319.6886,313.71832,252.77042,313.71832,264.29437,174.2337,264.29437,370.53558,184.6784,370.53558,187.32982,244.03076,187.32982,383.57507,251.41586,383.57507,220.00317,326.7048,220.00317,376.91898,321.6853,376.91898,279.3396,516.2565,279.3396,361.64838,493.8323,361.64838,278.08957,325.11023,278.08957,336.26657,324.03613,336.26657,286.84445,635.79614,286.84445,328.7965,625.06396,328.7965,
339.32843,82.27124,339.32843,321.06873,181.15302,321.06873,314.50253,253.52402,314.50253,264.03735,175.27232,264.03735,373.62323,186.57208,373.62323,187.28973,243.84933,187.28973,384.36023,253.80008,384.36023,221.77533,329.4214,221.77533,375.6028,322.11404,375.6028,277.284,511.53683,277.284,359.30396,495.86377,359.30396,277.6757,324.65878,277.6757,337.13614,324.42493,337.13614,287.24576,635.31604,287.24576,330.79672,625.16895,330.79672,
341.3241,84.101166,341.3241,321.60123,182.24637,321.60123,314.0695,254.97372,314.0695,263.73148,176.32689,263.73148,374.6875,187.67657,374.6875,187.45222,244.53194,187.45222,394.7044,252.77524,394.7044,224.61243,337.01904,224.61243,372.156,326.45697,372.156,276.73807,511.32864,276.73807,349.38004,506.91922,349.38004,277.08704,326.06528,277.08704,335.09073,325.52267,335.09073,283.79764,635.46185,283.79764,329.58038,624.0023,329.58038,
346.8695,87.91333,346.8695,322.0619,184.09676,322.0619,314.55835,255.3286,314.55835,262.61057,178.19443,262.61057,376.65466,189.51672,376.65466,186.96988,244.34428,186.96988,391.90015,254.26158,391.90015,220.31943,333.86383,220.31943,370.68347,327.54834,370.68347,260.0223,515.78735,260.0223,350.67746,501.69223,350.67746,276.6135,324.76477,276.6135,336.58148,324.41635,336.58148,278.94696,631.0167,278.94696,329.36783,623.426,329.36783,
349.49426,89.150406,349.49426,324.19748,186.21307,324.19748,315.24908,256.2051,315.24908,263.87695,179.17673,263.87695,379.7698,192.69553,379.7698,187.69353,245.1741,187.69353,393.52423,246.7024,393.52423,217.60805,331.5081,217.60805,372.83932,328.30823,372.83932,264.07272,511.67126,264.07272,347.86377,489.4586,347.86377,275.87387,323.55353,275.87387,335.99295,324.68015,335.99295,276.614,628.89417,276.614,330.1834,624.99963,330.1834,
353.72906,90.81831,353.72906,324.37842,186.47652,324.37842,313.21014,256.62115,313.21014,264.6499,179.10707,264.6499,378.6177,193.16867,378.6177,188.01225,244.35635,188.01225,395.26007,249.51663,395.26007,219.42328,329.94308,219.42328,366.95734,329.53403,366.95734,264.5967,504.696,264.5967,333.5135,460.96326,333.5135,275.40973,323.73785,275.40973,328.41174,324.09885,328.41174,273.96313,629.94824,273.96313,330.335,559.1472,330.335,
356.985,91.539444,356.985,326.17648,189.25542,326.17648,314.47873,258.05283,314.47873,264.79297,181.40436,264.79297,381.9146,196.38441,381.9146,187.6715,245.69952,187.6715,396.8304,248.67421,396.8304,216.68234,329.65375,216.68234,368.84186,331.42374,368.84186,264.03333,505.12634,264.03333,339.85754,496.7959,339.85754,275.2528,323.49402,275.2528,330.0773,324.39648,330.0773,271.85132,632.5393,271.85132,330.43423,626.5125,330.43423,
361.7123,91.83659,361.7123,326.43454,190.97604,326.43454,314.68033,259.21222,314.68033,266.10477,183.5235,266.10477,382.20956,197.86594,382.20956,188.4803,249.15807,188.4803,393.3376,247.32167,393.3376,220.82578,338.92288,220.82578,365.64075,329.0277,365.64075,258.97736,505.22006,258.97736,340.49387,499.67014,340.49387,274.34808,323.12756,274.34808,331.57126,325.01184,331.57126,275.20145,632.26526,275.20145,331.09085,630.6027,331.09085,
363.28842,92.45097,363.28842,329.22552,193.38591,329.22552,315.1327,262.40384,315.1327,270.0798,187.20586,270.0798,383.4069,199.04724,383.4069,189.0196,252.70189,189.0196,393.68427,244.37541,393.68427,222.12979,341.8803,222.12979,365.58716,319.89948,365.58716,256.76865,517.21216,256.76865,343.96466,506.55685,343.96466,272.0423,326.5151,272.0423,330.71976,326.5921,330.71976,275.39633,636.83167,275.39633,336.07944,640.36865,336.07944,
364.47916,92.634705,364.47916,330.66678,192.74492,330.66678,317.25717,263.6439,317.25717,271.04163,185.50749,271.04163,385.69217,199.42401,385.69217,188.42516,249.82906,188.42516,396.01462,245.9293,396.01462,219.44354,337.03955,219.44354,366.57565,316.70605,366.57565,280.81006,508.62262,280.81006,344.8678,503.04294,344.8678,272.88095,329.53284,272.88095,335.08368,331.05695,335.08368,282.18903,642.7837,282.18903,332.79193,635.29224,332.79193,
365.61237,92.9733,365.61237,331.74942,192.97385,331.74942,316.80713,262.96472,316.80713,273.06064,184.82608,273.06064,385.597,200.4495,385.597,188.6159,248.65773,188.6159,396.29584,247.06732,396.29584,218.27588,333.75638,218.27588,372.50635,325.1612,372.50635,290.17847,502.5416,290.17847,348.59732,498.51337,348.59732,272.72983,327.7763,272.72983,331.48233,329.77615,331.48233,282.61502,640.18176,282.61502,331.21704,632.04034,331.21704,
366.94028,93.68904,366.94028,330.27673,192.65836,330.27673,315.6547,264.33456,315.6547,271.36166,184.81715,271.36166,384.33673,199.85336,384.33673,188.46344,248.54848,188.46344,404.14615,241.62045,404.14615,218.32268,333.65936,218.32268,378.21054,312.6147,378.21054,277.44336,480.48083,277.44336,349.39935,500.64474,349.39935,271.7966,330.96707,271.7966,330.70724,332.5279,330.70724,275.2817,589.382,275.2817,332.62793,629.27356,332.62793,
367.63577,94.474655,367.63577,330.30612,193.93155,330.30612,315.12283,266.24225,315.12283,271.10245,185.68301,271.10245,384.66736,201.5054,384.66736,188.40704,249.22702,188.40704,401.1353,244.18724,401.1353,218.82306,332.98724,218.82306,375.25046,316.41724,375.25046,266.35736,518.3429,266.35736,343.82767,499.9163,343.82767,270.66785,333.24362,270.66785,329.73868,335.19507,329.73868,274.29175,637.1808,274.29175,331.1797,628.8981,331.1797,
368.32666,96.4841,368.32666,329.9606,194.17543,329.9606,314.20602,263.6171,314.20602,270.83972,185.8197,270.83972,383.4449,201.73453,383.4449,188.44478,249.38385,188.44478,398.9652,244.79636,398.9652,218.55717,333.32263,218.55717,372.0612,246.77335,372.0612,267.88916,512.65625,267.88916,343.60632,495.33466,343.60632,269.4512,328.39227,269.4512,327.81284,329.59424,327.81284,274.34262,631.5458,274.34262,323.45782,628.9188,323.45782,
368.21048,97.17517,368.21048,330.0457,194.306,330.0457,314.38556,263.8548,314.38556,271.13843,185.88885,271.13843,383.50708,201.94499,383.50708,187.93506,248.90036,187.93506,382.61813,251.05019,382.61813,219.54718,331.66028,219.54718,372.5324,318.2678,372.5324,269.3559,510.58185,269.3559,345.99805,494.82767,345.99805,269.94843,328.61362,269.94843,327.90533,330.08807,327.90533,271.68936,632.08844,271.68936,326.02872,626.77765,326.02872,
368.31894,97.736694,368.31894,329.3484,194.90207,329.3484,314.6945,264.01038,314.6945,269.20572,185.81627,269.20572,384.029,203.16272,384.029,186.91446,247.85406,186.91446,390.25345,249.86578,390.25345,218.39417,330.33667,218.39417,376.43896,317.15503,376.43896,277.31583,511.84973,277.31583,341.78503,490.8621,341.78503,270.72314,328.59235,270.72314,329.39572,330.83304,329.39572,276.20383,632.9006,276.20383,325.02567,623.58435,325.02567,
368.4731,98.27844,368.4731,329.13507,195.13007,329.13507,314.29526,264.46448,314.29526,269.1292,186.14249,269.1292,383.76843,203.31296,383.76843,186.59889,247.96156,186.59889,393.81165,248.70154,393.81165,216.90176,327.9309,216.90176,376.61652,312.96585,376.61652,275.76712,508.3881,275.76712,341.27368,491.18555,341.27368,270.9533,329.1497,270.9533,328.16086,331.33188,328.16086,276.94354,633.3266,276.94354,324.9836,623.5421,324.9836,
368.50485,98.63966,368.50485,327.75833,194.97247,327.75833,313.45206,264.5009,313.45206,268.38412,186.59866,268.38412,381.77658,202.5909,381.77658,186.0665,248.49637,186.0665,400.43445,234.76521,400.43445,213.75412,325.03662,213.75412,379.8592,308.57648,379.8592,273.00452,508.96063,273.00452,338.51218,452.98282,338.51218,270.83206,329.70197,270.83206,327.60065,331.24863,327.60065,278.9507,632.7418,278.9507,324.12198,559.58624,324.12198,
