head_x, head_y, head_z, neck_x, neck_y, neck_z, torso_x, torso_y, torso_z, left_shoulder_x, left_shoulder_y, left_shoulder_z, right_shoulder_x,right_shoulder_y, right_shoulder_z,left_elbow_x, left_elbow_y, left_elbow_z, right_elbow_x, right_elbow_y, right_elbow_z, left_hand_x, left_hand_y, left_hand_z, right_hand_x, right_hand_y, right_hand_z, left_hip_x, left_hip_y, left_hip_z, right_hip_x, right_hip_y, right_hip_z,left_knee_x,left_knee_y,left_knee_z, right_knee_x, right_knee_y, right_knee_z, left_feet_x, left_feet_y, left_feet_z, right_feet_x, right_feet_y, right_feet_z
230.43625,92.49281,230.43625,213.49643,181.78484,213.49643,214.45578,244.45587,214.45578,154.74329,181.21472,154.74329,269.68616,182.33008,269.68616,111.45221,252.75313,111.45221,309.36716,238.88893,309.36716,125.67644,333.95267,125.67644,291.37146,302.69653,291.37146,176.89731,449.09192,176.89731,273.97723,463.6172,273.97723,176.17064,309.21082,176.17064,253.51447,306.17896,253.51447,230.89706,543.80774,230.89706,298.4461,580.537,298.4461,
221.95854,91.31677,221.95854,206.27568,179.34265,206.27568,207.99127,242.23088,207.99127,150.06863,179.31409,150.06863,260.02396,179.36995,260.02396,97.395935,249.44237,97.395935,280.32556,221.07576,280.32556,116.432205,332.8076,116.432205,284.99176,295.1354,284.99176,169.97017,471.40317,169.97017,256.2076,431.89813,256.2076,172.75612,307.5566,172.75612,245.60658,303.84323,245.60658,228.39537,573.355,228.39537,286.02182,527.6549,286.02182,
217.26859,91.19618,217.26859,202.62228,178.79065,202.62228,203.76791,242.02351,203.76791,147.27814,178.24063,147.27814,255.52008,179.31635,255.52008,89.24353,247.00838,89.24353,278.847,222.48203,278.847,113.25098,331.21228,113.25098,278.58044,295.64072,278.58044,168.75533,443.7902,168.75533,251.39032,432.68805,251.39032,167.95694,307.3401,167.95694,240.7792,304.19812,240.7792,222.64331,544.5691,222.64331,280.0708,531.0137,280.0708,
211.21129,91.10707,211.21129,197.7237,179.34903,197.7237,197.40393,246.44386,197.40393,140.95886,177.85312,140.95886,252.26312,180.78629,252.26312,78.866486,243.38268,78.866486,269.69498,224.38773,269.69498,107.39905,330.46082,107.39905,272.92044,294.41217,272.92044,153.93745,478.76547,153.93745,237.04123,428.29456,237.04123,162.5268,314.59396,162.5268,230.80139,313.09348,230.80139,219.48381,583.72546,219.48381,274.68796,532.15344,274.68796,
203.16345,90.07118,203.16345,187.11786,179.96922,187.11786,189.20813,248.65906,189.20813,132.24129,180.48322,132.24129,240.00827,179.47383,240.00827,71.25067,245.24702,71.25067,268.56613,224.8178,268.56613,104.99292,331.12885,104.99292,265.03296,295.38818,265.03296,156.83426,444.28384,156.83426,228.92401,482.4615,228.92401,157.03003,319.93744,157.03003,224.81891,316.09564,224.81891,210.42877,545.1454,210.42877,274.62735,585.7261,274.62735,
196.01413,88.42079,196.01413,180.39919,177.76373,180.39919,183.47244,248.08742,183.47244,124.35167,178.65228,124.35167,234.00558,176.9139,234.00558,67.50865,245.82544,67.50865,258.78366,225.38976,258.78366,101.985916,333.65952,101.985916,264.51758,288.04306,264.51758,151.88522,491.1874,151.88522,227.41504,473.56372,227.41504,153.26045,320.90326,153.26045,218.95709,316.09454,218.95709,205.83215,592.70874,205.83215,270.48886,586.7385,270.48886,
191.94144,87.717255,191.94144,176.66579,176.82777,176.66579,180.63707,247.64612,180.63707,120.701645,178.12914,120.701645,229.90329,175.58981,229.90329,63.206024,247.8583,63.206024,259.07864,224.57591,259.07864,99.52751,333.88568,99.52751,261.0514,289.92502,261.0514,155.87436,490.924,155.87436,227.41016,474.51483,227.41016,150.29861,321.58118,150.29861,217.87888,315.6055,217.87888,208.93884,590.8334,208.93884,263.77332,591.1614,263.77332,
189.77316,86.99019,189.77316,174.89668,177.1796,174.89668,178.9485,247.50774,178.9485,119.08127,178.14114,119.08127,227.51218,176.27316,227.51218,60.51349,249.27055,60.51349,259.98782,229.31659,259.98782,98.560165,334.1097,98.560165,261.42755,288.42776,261.42755,152.59148,479.50876,152.59148,227.38626,476.36908,227.38626,148.33047,321.42996,148.33047,216.43797,314.99725,216.43797,200.81021,596.01074,200.81021,259.19513,594.2471,259.19513,
187.11937,86.51816,187.11937,175.07365,177.72351,175.07365,178.3965,247.20274,178.3965,120.25777,178.27707,120.25777,226.94217,177.19974,226.94217,58.503815,247.09969,58.503815,259.5255,228.7633,259.5255,93.241806,330.72137,93.241806,258.60025,291.0901,258.60025,152.02863,492.98212,152.02863,226.94548,478.42593,226.94548,147.37895,319.97913,147.37895,214.91757,314.39734,214.91757,196.97278,596.82404,196.97278,255.95697,595.76587,255.95697,
185.44548,86.176025,185.44548,174.54863,177.40149,174.54863,177.55629,246.58441,177.55629,119.30527,177.6345,119.30527,226.66748,177.18167,226.66748,58.293823,246.91898,58.293823,259.64044,228.68959,259.64044,95.937256,331.1443,95.937256,258.71936,292.2982,258.71936,149.97108,489.27252,149.97108,223.75552,486.5404,223.75552,147.03749,318.82123,147.03749,212.94148,313.56464,212.94148,193.7381,598.4476,193.7381,251.04443,595.57935,251.04443,
185.00699,85.91051,185.00699,174.6198,176.8256,174.6198,177.32257,246.18819,177.32257,119.17203,176.79854,119.17203,226.88411,176.8511,226.88411,57.41165,246.46278,57.41165,258.61325,229.48378,258.61325,94.90785,331.90952,94.90785,259.04504,293.91016,259.04504,149.67097,436.76633,149.67097,224.09155,487.67194,224.09155,146.43275,318.42932,146.43275,212.44312,313.40518,212.44312,186.02592,555.8107,186.02592,247.9929,599.52576,247.9929,
185.0015,85.71283,185.0015,174.70532,176.51302,174.70532,177.25984,245.88617,177.25984,119.36145,176.35382,119.36145,226.88933,176.66312,226.88933,57.540466,247.74461,57.540466,259.1165,229.18347,259.1165,95.13556,331.49615,95.13556,258.75522,295.40686,258.75522,155.57178,480.12152,155.57178,223.20767,488.036,223.20767,146.34181,318.12878,146.34181,212.13026,313.29623,212.13026,187.54013,606.1068,187.54013,244.87296,601.0354,244.87296,
185.44725,85.668335,185.44725,174.90091,176.5041,174.90091,177.69678,246.09149,177.69678,119.31302,176.48816,119.31302,227.25479,176.51912,227.25479,57.655426,248.17491,57.655426,259.43256,228.68436,259.43256,95.45586,330.94308,95.45586,261.41205,295.38202,261.41205,156.5466,480.23074,156.5466,223.8425,484.85498,223.8425,146.74408,318.6601,146.74408,213.04588,313.5226,213.04588,184.34462,607.0576,184.34462,243.39136,599.5698,243.39136,
186.08495,85.34024,186.08495,175.97751,176.58368,175.97751,178.50545,246.14581,178.50545,120.03334,176.32474,120.03334,228.61426,176.82733,228.61426,57.67032,247.64777,57.67032,260.4557,229.88557,260.4557,95.83617,329.95,95.83617,264.32208,295.1277,264.32208,165.82422,484.49637,165.82422,222.89319,448.65125,222.89319,147.5493,318.6192,147.5493,213.33084,313.75427,213.33084,185.07904,605.7995,185.07904,239.95287,548.3273,239.95287,
186.56389,84.9666,186.56389,178.69615,176.55466,178.69615,180.35532,246.17436,180.35532,121.47017,175.86375,121.47017,232.74321,177.20718,232.74321,59.794464,247.03845,59.794464,260.57663,230.20453,260.57663,99.245056,329.83063,99.245056,271.1849,290.60724,271.1849,149.92238,445.7198,149.92238,233.41411,481.34515,233.41411,148.50516,318.19043,148.50516,214.42433,314.24936,214.42433,179.85484,559.64526,179.85484,243.86673,600.4607,243.86673,
188.22133,85.0287,188.22133,180.16837,176.4218,180.16837,182.29875,246.27797,182.29875,122.262955,176.0449,122.262955,234.79868,176.77736,234.79868,60.26538,247.52666,60.26538,261.33392,230.2025,261.33392,105.1606,331.01334,105.1606,272.22565,294.41403,272.22565,151.07642,445.36252,151.07642,243.27469,477.98462,243.27469,152.1385,318.71252,152.1385,215.69891,314.5055,215.69891,179.7813,557.45886,179.7813,243.73288,603.4688,243.73288,
196.48552,85.445816,196.48552,190.496,179.94621,190.496,189.26183,248.57785,189.26183,134.94302,176.8662,134.94302,242.77713,182.84483,242.77713,64.63501,245.37541,64.63501,270.97668,231.94685,270.97668,111.64531,329.72592,111.64531,275.62973,300.98575,275.62973,153.04137,481.26517,153.04137,237.57773,446.53424,237.57773,155.74585,318.68234,155.74585,219.15201,317.2705,219.15201,181.57909,600.9139,181.57909,240.55635,555.24023,240.55635,
201.47629,86.09906,201.47629,195.92615,180.79695,195.92615,197.6063,247.68039,197.6063,139.63693,179.92448,139.63693,248.75162,181.61574,248.75162,77.798645,249.20822,77.798645,276.34406,229.82448,276.34406,119.541,329.03894,119.541,284.38605,298.7848,284.38605,172.5118,483.66547,172.5118,247.71121,439.24072,247.71121,164.27101,317.27054,164.27101,232.9514,312.95538,232.9514,184.68887,600.4606,184.68887,239.77922,554.6043,239.77922,
206.44751,87.24245,206.44751,201.60815,181.71149,201.60815,204.16187,248.10938,204.16187,144.31003,181.70508,144.31003,255.30795,181.7175,255.30795,83.45474,248.6165,83.45474,280.30402,227.73366,280.30402,127.10245,327.53177,127.10245,288.29535,299.61206,288.29535,183.01897,481.38647,183.01897,257.76654,440.7386,257.76654,172.73392,317.34354,172.73392,239.40868,312.1508,239.40868,185.18607,602.43823,185.18607,240.97086,552.78265,240.97086,
213.92612,87.85324,213.92612,212.78098,179.2042,212.78098,213.9374,246.24034,213.9374,156.4456,176.83284,156.4456,264.69803,181.38956,264.69803,95.18379,245.24297,95.18379,287.0633,238.68591,287.0633,139.95468,327.36667,139.95468,297.1361,311.0617,297.1361,187.16373,451.03302,187.16373,266.66528,452.26025,266.66528,185.16484,315.80035,185.16484,243.75014,312.29498,243.75014,186.90363,556.49347,186.90363,243.62585,550.2654,243.62585,
222.34651,89.32149,222.34651,218.87538,179.3622,218.87538,221.3696,246.6639,221.3696,162.8652,177.76534,162.8652,270.3366,180.82938,270.3366,107.21126,253.07904,107.21126,291.55505,240.80263,291.55505,152.89764,328.4094,152.89764,303.7814,310.44406,303.7814,204.61292,489.45135,204.61292,275.2311,438.7978,275.2311,193.68387,317.1518,193.68387,252.72379,312.50793,252.72379,192.24805,596.0724,192.24805,249.00302,547.9027,249.00302,
227.45197,89.94432,227.45197,225.45776,181.57191,225.45776,227.85744,247.94072,227.85744,170.11551,179.71652,170.11551,276.38055,183.27914,276.38055,112.041534,253.3263,112.041534,299.72116,248.64404,299.72116,160.41853,329.97528,160.41853,306.24716,311.1045,306.24716,206.18939,487.95294,206.18939,288.34958,476.49762,288.34958,198.52402,317.699,198.52402,260.557,313.2514,260.557,195.97922,600.25635,195.97922,257.39218,597.0485,257.39218,
232.69785,90.49989,232.69785,231.11472,182.3274,231.11472,233.22903,248.1573,233.22903,176.76985,180.01305,176.76985,281.27197,184.46341,281.27197,116.09906,253.52776,116.09906,302.13538,249.48073,302.13538,165.201,326.79016,165.201,310.5222,309.99652,310.5222,207.68367,488.8777,207.68367,286.51202,479.50858,286.51202,203.6614,317.35776,203.6614,265.6404,313.64682,265.6404,198.60896,603.88794,198.60896,258.57153,595.11804,258.57153,
239.62245,91.3929,239.62245,236.00229,182.50586,236.00229,240.45233,248.48744,240.45233,181.07903,182.56877,181.07903,286.97192,182.44748,286.97192,125.34117,255.91364,125.34117,303.86417,250.38809,303.86417,177.65996,328.2898,177.65996,321.58902,304.59735,321.58902,218.33493,480.25433,218.33493,289.78937,446.36053,289.78937,216.35368,318.44714,216.35368,272.498,313.06787,272.498,202.42064,603.97565,202.42064,258.67447,551.0842,258.67447,
243.88187,91.89322,243.88187,241.27017,183.3915,241.27017,245.85837,249.29329,245.85837,188.728,183.73282,188.728,289.74664,183.07658,289.74664,132.45004,256.69687,132.45004,303.3341,249.4296,303.3341,183.1878,327.79193,183.1878,322.9597,301.562,322.9597,218.50703,479.141,218.50703,289.73178,443.8651,289.73178,222.32684,318.99832,222.32684,277.43243,312.77042,277.43243,205.80646,604.16895,205.80646,261.3041,550.8134,261.3041,
251.67125,92.264145,251.67125,249.15103,183.5156,249.15103,251.91,250.07983,251.91,198.29388,182.96544,198.29388,295.55154,184.01755,295.55154,139.26344,256.3565,139.26344,311.5313,254.0248,311.5313,193.69656,329.09387,193.69656,323.8348,270.9892,323.8348,221.00772,481.0075,221.00772,300.1686,483.1803,300.1686,227.33664,319.65485,227.33664,280.6418,313.50552,280.6418,211.42465,611.1519,211.42465,267.94382,596.94495,267.94382,
259.9396,92.97789,259.9396,255.79039,183.33466,255.79039,259.37634,247.18265,259.37634,205.95035,182.72807,205.95035,300.9712,183.88454,300.9712,144.7836,255.05254,144.7836,311.47586,255.97275,311.47586,200.35712,328.50342,200.35712,326.5838,262.4107,326.5838,246.52151,494.60794,246.52151,299.472,441.65042,299.472,238.34254,314.18304,238.34254,286.39853,308.36758,286.39853,220.36081,605.58276,220.36081,271.33014,552.0766,271.33014,
266.85513,92.826645,266.85513,261.67316,183.20714,261.67316,265.85864,247.21796,265.85864,213.23407,183.14935,213.23407,305.4696,183.25937,305.4696,153.04881,253.43634,153.04881,321.05032,247.23247,321.05032,205.20828,327.10583,205.20828,332.24677,285.20264,332.24677,255.97742,493.34366,255.97742,306.87668,434.74713,306.87668,244.83688,314.76672,244.83688,293.92252,307.886,293.92252,226.07562,606.53564,226.07562,275.25363,550.83276,275.25363,
270.37973,92.04239,270.37973,263.8173,182.99863,263.8173,268.5812,247.14062,268.5812,216.61717,183.47913,216.61717,306.47833,182.56433,306.47833,156.71138,252.4055,156.71138,322.19086,241.52658,322.19086,209.15341,328.36584,209.15341,334.9571,292.79413,334.9571,256.09958,492.82367,256.09958,312.77835,434.28043,312.77835,246.9603,315.2771,246.9603,298.2157,307.26578,298.2157,228.22864,607.5171,228.22864,278.92422,550.5221,278.92422,
274.7265,91.45201,274.7265,258.02618,176.63696,258.02618,267.1141,242.02885,267.1141,209.36441,173.31415,209.36441,300.35754,179.52753,300.35754,153.05254,243.21245,153.05254,330.54312,244.59723,330.54312,209.58298,321.19095,209.58298,347.29718,306.22327,347.29718,253.5658,452.98108,253.5658,307.52133,436.7429,307.52133,251.42014,312.7873,251.42014,299.66675,306.0567,299.66675,236.18051,558.8545,236.18051,279.60632,550.1618,279.60632,
277.9261,90.90013,277.9261,261.95465,178.63501,261.95465,269.798,243.7657,269.798,215.52374,177.59378,215.52374,303.22336,179.56047,303.22336,160.5899,249.35999,160.5899,327.31516,240.03072,327.31516,213.83167,327.08246,213.83167,344.4522,304.05957,344.4522,252.99268,454.0868,252.99268,310.19583,434.77158,310.19583,252.06035,314.0687,252.06035,301.7902,306.21613,301.7902,240.57765,554.3827,240.57765,283.58417,548.6198,283.58417,
279.9698,90.4496,279.9698,277.97577,182.9791,277.97577,281.2543,249.09192,281.2543,228.63225,181.76485,228.63225,322.3566,184.07123,322.3566,167.68822,256.25583,167.68822,321.09924,238.11919,321.09924,218.81223,329.45245,218.81223,337.13147,302.42117,337.13147,260.61533,494.52338,260.61533,316.56927,444.32904,316.56927,262.41052,318.19025,262.41052,305.60928,312.73126,305.60928,236.79709,594.68555,236.79709,288.70956,545.9614,288.70956,
283.47604,89.74379,283.47604,276.80487,180.45323,276.80487,281.80096,248.0472,281.80096,231.15686,178.19133,231.15686,316.9919,182.44453,316.9919,166.78375,254.89882,166.78375,322.072,240.21857,322.072,218.61551,329.4013,218.61551,331.72736,295.0886,331.72736,263.70438,493.92004,263.70438,321.41275,478.31738,321.41275,266.48468,319.40976,266.48468,306.02048,313.2857,306.02048,242.34517,600.34705,242.34517,288.4929,589.5581,288.4929,
285.65216,87.599686,285.65216,276.55154,173.21301,276.55154,282.14288,242.85722,282.14288,231.81097,168.97769,231.81097,315.4779,176.89796,315.4779,168.70563,257.33066,168.70563,321.82007,233.94012,321.82007,230.22849,341.36584,230.22849,341.51807,294.94473,341.51807,255.11601,484.6778,255.11601,301.79718,494.30432,301.79718,268.89435,316.3103,268.89435,305.60757,311.08316,305.60757,245.57455,607.73096,245.57455,291.72433,581.2623,291.72433,
287.7037,85.70293,287.7037,279.1042,175.29517,279.1042,283.78632,244.11588,283.78632,231.15372,170.09625,231.15372,321.72897,179.91669,321.72897,172.60257,252.68156,172.60257,319.45898,232.72449,319.45898,222.68906,334.8815,222.68906,352.44843,292.50064,352.44843,255.20547,502.73895,255.20547,318.77222,484.92816,318.77222,268.82132,316.6294,268.82132,307.43408,313.74463,307.43408,245.74515,615.6826,245.74515,296.2782,591.40344,296.2782,
292.15,83.35167,292.15,281.39236,175.76837,281.39236,286.5802,245.32652,286.5802,234.00061,171.04248,234.00061,323.6003,179.97733,323.6003,176.24956,253.83525,176.24956,314.53125,225.38582,314.53125,222.54178,334.66394,222.54178,349.39246,290.3642,349.39246,268.23984,509.01974,268.23984,326.6387,480.89062,326.6387,270.99625,318.88498,270.99625,311.78058,315.43527,311.78058,250.9742,618.4557,250.9742,298.77527,599.6367,298.77527,
295.0716,81.894775,295.0716,282.89124,175.50471,282.89124,287.72302,243.21626,287.72302,238.26524,166.92352,238.26524,321.7038,182.96805,321.7038,178.07225,250.28517,178.07225,316.0653,232.86443,316.0653,235.8739,339.63095,235.8739,347.85907,299.0572,347.85907,259.68567,495.65552,259.68567,316.84653,437.68192,316.84653,273.4342,314.492,273.4342,310.87793,312.98245,310.87793,252.30841,613.75244,252.30841,300.27597,553.96533,300.27597,
296.6446,81.17865,296.6446,284.27658,172.1235,284.27658,290.47324,239.6725,290.47324,242.96344,166.28922,242.96344,320.64978,177.2602,320.64978,179.57565,249.77979,179.57565,317.45935,237.42558,317.45935,235.97147,341.22946,235.97147,343.58047,299.83405,343.58047,265.30252,490.1088,265.30252,323.75873,475.45795,323.75873,275.226,311.23322,275.226,317.0421,307.63068,317.0421,254.66495,609.46655,254.66495,303.38733,600.7961,303.38733,
297.75827,80.99255,297.75827,289.12738,171.70398,289.12738,292.62054,239.71938,292.62054,244.9907,163.48924,244.9907,327.76996,178.89615,327.76996,179.62866,247.08359,179.62866,318.20697,242.14392,318.20697,231.64032,336.4067,231.64032,345.2805,298.65445,345.2805,265.67102,488.01862,265.67102,323.54575,477.55432,323.54575,274.25458,310.95013,274.25458,316.74954,309.36658,316.74954,256.1977,610.7605,256.1977,305.61972,606.51086,305.61972,
300.2438,79.86891,300.2438,267.8486,143.76205,267.8486,282.10886,212.95844,282.10886,217.95328,139.87964,217.95328,311.81912,147.18347,311.81912,152.2378,222.25717,152.2378,333.67108,252.4709,333.67108,199.08585,306.32672,199.08585,359.72034,293.71094,359.72034,253.86694,474.50027,253.86694,346.2934,466.77963,346.2934,261.1474,289.84952,261.1474,329.71246,281.73303,329.71246,246.02577,600.8544,246.02577,325.05295,585.6473,325.05295,
304.03082,77.13963,304.03082,273.3121,150.08711,273.3121,284.6777,221.59703,284.6777,227.13106,146.99167,227.13106,314.7887,152.86722,314.7887,161.83952,229.14825,161.83952,325.84094,245.89746,325.84094,210.16998,313.9828,210.16998,354.8449,290.77545,354.8449,265.10788,512.46234,265.10788,355.65167,475.36053,355.65167,260.64374,300.3384,260.64374,329.4363,292.38007,329.4363,253.59023,612.8345,253.59023,327.6422,594.3384,327.6422,
305.14505,76.32434,305.14505,274.93826,151.81915,274.93826,286.3785,220.87445,286.3785,230.22182,148.69733,230.22182,315.9067,154.67932,315.9067,164.54385,230.27193,164.54385,373.7413,239.7533,373.7413,208.25092,314.45758,208.25092,387.81805,301.47125,387.81805,270.82562,495.919,270.82562,347.29025,445.67572,347.29025,265.25443,297.16522,265.25443,329.74075,292.12924,329.74075,261.32443,611.2918,261.32443,319.5834,568.2694,319.5834,
306.70837,76.02962,306.70837,298.58224,174.08545,298.58224,298.6805,239.24333,298.6805,244.8432,169.82759,244.8432,348.5254,178.04254,348.5254,181.10635,253.60756,181.10635,357.78998,248.34792,357.78998,226.00284,343.00873,226.00284,373.28864,302.3511,373.28864,268.859,461.99805,268.859,351.30508,493.769,351.30508,267.22394,306.25256,267.22394,328.98944,305.3926,328.98944,265.7311,549.7999,265.7311,327.54642,603.291,327.54642,
307.84317,75.756485,307.84317,299.43198,173.21774,299.43198,299.18835,241.70866,299.18835,243.37936,169.96913,243.37936,351.8332,176.25473,351.8332,181.07492,255.42645,181.07492,352.74423,235.63918,352.74423,225.30472,341.79352,225.30472,377.8681,296.16815,377.8681,259.81717,504.32468,259.81717,348.5733,498.1755,348.5733,267.74048,311.7339,267.74048,328.97955,310.04388,328.97955,269.3114,619.4418,269.3114,327.21014,605.3446,327.21014,
308.69006,75.80502,308.69006,299.9051,174.07181,299.9051,300.36514,247.9478,300.36514,243.28673,172.36343,243.28673,352.52344,175.65952,352.52344,180.23636,256.4472,180.23636,362.19028,271.7572,362.19028,226.35574,348.09088,226.35574,376.04538,253.20193,376.04538,271.41052,519.5979,271.41052,347.0877,485.9314,347.0877,269.5249,323.54327,269.5249,330.85724,319.32556,330.85724,257.18262,629.75366,257.18262,315.13477,608.1236,315.13477,
309.40637,76.25346,309.40637,299.95615,174.44351,299.95615,300.04727,248.05536,300.04727,243.0586,172.03397,243.0586,352.6282,176.67412,352.6282,179.21304,255.12253,179.21304,357.78174,264.84396,357.78174,225.7916,347.76578,225.7916,379.53836,305.76648,379.53836,270.58606,519.33435,270.58606,346.2708,490.40527,346.2708,269.7815,323.3933,269.7815,329.2488,319.74487,329.2488,255.9163,632.79944,255.9163,319.1989,608.5939,319.1989,
309.7769,75.626175,309.7769,300.1905,174.47006,300.1905,300.3451,248.12695,300.3451,243.75674,171.6967,243.75674,352.2649,177.0292,352.2649,176.76733,252.60855,176.76733,359.6798,264.26154,359.6798,225.36789,346.7966,225.36789,379.899,251.33281,379.899,269.58325,519.52747,269.58325,355.86057,494.95706,355.86057,270.4898,323.71857,270.4898,329.2308,320.18073,329.2308,257.38092,638.9596,257.38092,325.67047,609.81256,325.67047,
310.02725,75.25949,310.02725,300.35782,174.35803,300.35782,300.59418,248.3673,300.59418,243.83682,171.84134,243.83682,352.55005,176.68195,352.55005,176.95038,252.95723,176.95038,364.30273,261.47806,364.30273,224.79053,346.31927,224.79053,384.252,260.83032,384.252,268.7849,519.7119,268.7849,355.43356,496.28168,355.43356,270.82666,324.27466,270.82666,329.5685,320.5106,329.5685,261.33374,643.72144,261.33374,332.61975,608.67993,332.61975,
310.49185,75.00906,310.49185,299.988,174.64264,299.988,300.53174,248.91995,300.53174,243.40417,172.58453,243.40417,352.32706,176.54636,352.32706,175.44287,254.06026,175.44287,363.03244,260.196,363.03244,225.47792,345.388,225.47792,385.4884,261.06915,385.4884,272.14536,518.433,272.14536,354.28027,463.48358,354.28027,271.1056,325.12823,271.1056,329.8077,321.0177,329.8077,261.90378,643.2759,261.90378,335.0133,566.7449,335.0133,
311.59827,74.27963,311.59827,301.5421,170.67032,301.5421,302.17148,247.7912,302.17148,243.24597,167.94089,243.24597,354.98386,173.17249,354.98386,176.36926,249.92831,176.36926,368.17548,256.89633,368.17548,225.36362,341.13647,225.36362,377.89154,330.34732,377.89154,269.93933,517.42694,269.93933,358.20407,500.5061,358.20407,273.74573,327.08838,273.74573,330.597,322.91254,330.597,263.37317,644.6327,263.37317,341.08005,618.44806,341.08005,
312.39536,73.90076,312.39536,301.95544,171.28148,301.95544,303.24936,247.72478,303.24936,243.70918,169.19102,243.70918,355.3745,173.19867,355.3745,177.22066,251.7861,177.22066,369.39368,252.28531,369.39368,226.62445,343.04364,226.62445,381.15237,324.74295,381.15237,274.36295,525.71234,274.36295,357.94144,501.69788,357.94144,274.9225,326.58466,274.9225,332.85898,321.78503,332.85898,266.12012,647.29114,266.12012,343.74152,620.30066,343.74152,
313.22168,73.79489,313.22168,304.00348,171.3222,304.00348,305.83435,245.8777,305.83435,244.2147,169.49435,244.2147,358.64804,172.99277,358.64804,177.03214,253.31085,177.03214,370.10275,250.62463,370.10275,227.24316,341.75018,227.24316,380.80573,325.2378,380.80573,273.80786,522.0939,273.80786,357.98633,500.6471,357.98633,275.14255,323.29855,275.14255,338.6008,317.7716,338.6008,267.02963,645.8844,267.02963,343.08887,619.61505,343.08887,
313.62125,73.81593,313.62125,303.50568,172.17807,303.50568,305.79355,246.98201,305.79355,244.48767,170.76959,244.48767,357.41983,173.46472,357.41983,177.49054,253.74391,177.49054,370.16354,253.20764,370.16354,226.83728,341.8659,226.83728,383.10767,326.90424,383.10767,274.19043,522.03735,274.19043,357.3855,502.44867,357.3855,275.0753,324.95175,275.0753,339.4212,318.74484,339.4212,268.73178,648.81055,268.73178,339.14966,634.23,339.14966,
314.12347,73.69562,314.12347,305.52054,173.04343,305.52054,306.41367,248.0744,306.41367,244.90004,170.37007,244.90004,360.83942,175.48297,360.83942,177.23907,253.894,177.23907,370.58328,252.5473,370.58328,227.11539,346.49988,227.11539,383.46722,324.8567,383.46722,274.94138,521.06274,274.94138,357.5656,504.55582,357.5656,275.20013,325.6398,275.20013,337.8634,320.95685,337.8634,270.79172,648.9232,270.79172,338.47104,637.3756,338.47104,
314.48795,73.786316,314.48795,306.62247,173.23373,306.62247,307.0177,248.0607,307.0177,246.02652,170.19174,246.02652,362.05252,176.0164,362.05252,177.47717,252.46315,177.47717,369.89136,255.49115,369.89136,226.62381,339.52866,226.62381,383.3334,328.21344,383.3334,275.1173,517.0437,275.1173,357.80823,506.292,357.80823,274.9971,325.18948,274.9971,338.2904,321.07098,338.2904,271.69867,648.6135,271.69867,338.67374,638.1761,338.67374,
315.03757,73.75311,315.03757,307.3239,174.02496,307.3239,307.5149,248.29802,307.5149,246.6844,170.754,246.6844,362.84592,177.01987,362.84592,177.42625,252.29053,177.42625,370.34552,255.06459,370.34552,226.77557,340.6865,226.77557,383.2463,326.5011,383.2463,275.911,516.9464,275.911,363.90503,498.7054,363.90503,275.21167,324.79312,275.21167,338.67172,321.03656,338.67172,273.32858,647.39417,273.32858,336.25098,638.0811,336.25098,
315.52774,73.883026,315.52774,308.06775,174.41327,308.06775,307.9152,247.9336,307.9152,248.96167,170.71823,248.96167,362.4873,177.81534,362.4873,177.85396,249.95386,177.85396,371.2999,250.597,371.2999,226.65318,339.1582,226.65318,384.39044,327.4569,384.39044,275.90482,513.49176,275.90482,361.94144,496.09393,361.94144,275.14746,323.53552,275.14746,338.89618,320.6642,338.89618,273.9637,646.77826,273.9637,335.71045,636.86096,335.71045,
316.08173,73.75079,316.08173,309.20923,174.76605,309.20923,308.91217,246.84926,308.91217,252.25943,170.60138,252.25943,361.81366,178.61296,361.81366,178.94038,248.28864,178.94038,371.32892,253.66113,371.32892,229.72485,339.0055,229.72485,381.9227,324.92365,381.9227,274.43738,513.93634,274.43738,353.36383,445.9917,353.36383,275.12347,321.02444,275.12347,340.54788,318.92117,340.54788,273.0294,647.0044,273.0294,333.272,577.00903,333.272,
316.72147,73.96979,316.72147,310.11923,174.54027,310.11923,309.8636,246.11543,309.8636,254.50526,170.11743,254.50526,361.5201,178.62805,361.5201,180.10307,247.37062,180.10307,372.25638,256.53125,372.25638,221.40231,329.9951,221.40231,385.42194,322.2638,385.42194,275.35745,513.7384,275.35745,355.69232,445.4101,355.69232,275.99783,319.84976,275.99783,341.62378,318.08588,341.62378,274.26926,648.84106,274.26926,335.93253,573.6606,335.93253,
317.30142,74.21994,317.30142,309.62775,174.65118,309.62775,309.80057,245.7751,309.80057,253.52295,170.63687,253.52295,361.45926,178.35974,361.45926,180.11098,248.12163,180.11098,373.4274,257.2568,373.4274,223.76173,334.4018,223.76173,383.1752,321.72833,383.1752,275.53397,514.65466,275.53397,356.18073,448.14044,356.18073,276.43033,319.196,276.43033,341.94577,316.97974,341.94577,273.9614,649.23083,273.9614,336.34402,570.506,336.34402,
